terrainid,tx,tz,surface_height
3433,1000660,1003690,613.336
3434,999660,1003700,691.893
3435,999670,1003700,691.099
3436,999680,1003700,690.4
3437,999690,1003700,689.769
3438,999700,1003700,689.238
3439,999710,1003700,688.907
3440,999720,1003700,688.556
3441,999730,1003700,688.251
3442,999740,1003700,688.013
3443,999750,1003700,687.896
3444,999760,1003700,687.824
3445,999770,1003700,687.729
3446,999780,1003700,687.719
3447,999790,1003700,687.74
3448,999800,1003700,687.742
3449,999810,1003700,687.803
3450,999820,1003700,687.954
3451,999830,1003700,688.026
3452,999840,1003700,688.195
3453,999850,1003700,688.361
3454,999860,1003700,688.525
3455,999870,1003700,688.71
3456,999880,1003700,688.889
3457,999890,1003700,689.103
3458,999900,1003700,689.336
3459,999910,1003700,689.556
3460,999920,1003700,689.776
3461,999930,1003700,689.878
3462,999940,1003700,689.809
3463,999950,1003700,689.655
3464,999960,1003700,689.396
3465,999970,1003700,689.039
3466,999980,1003700,688.733
3467,999990,1003700,688.469
3468,1000000,1003700,688.129
3469,1000010,1003700,687.741
3470,1000020,1003700,687.317
3471,1000030,1003700,686.848
3472,1000040,1003700,686.406
3473,1000050,1003700,685.936
3474,1000060,1003700,685.411
3475,1000070,1003700,685.07
3476,1000080,1003700,684.676
3477,1000090,1003700,684.253
3478,1000100,1003700,683.769
3479,1000110,1003700,683.373
3480,1000120,1003700,683.005
3481,1000130,1003700,682.541
3482,1000140,1003700,682.492
3483,1000150,1003700,681.629
3484,1000160,1003700,681.298
3485,1000170,1003700,679.755
3486,1000180,1003700,677.781
3487,1000190,1003700,675.745
3488,1000200,1003700,673.402
3489,1000210,1003700,671.376
3490,1000220,1003700,669.895
3491,1000230,1003700,668.801
3492,1000240,1003700,668.126
3493,1000250,1003700,667.749
3494,1000260,1003700,667.484
3495,1000270,1003700,667.328
3496,1000280,1003700,667.123
3497,1000290,1003700,666.793
3498,1000300,1003700,666.301
3499,1000310,1003700,665.592
3500,1000320,1003700,664.756
3501,1000330,1003700,663.984
3502,1000340,1003700,662.799
3503,1000350,1003700,661.641
3504,1000360,1003700,659.905
3505,1000370,1003700,657.909
3506,1000380,1003700,655.905
3507,1000390,1003700,654.23
3508,1000400,1003700,652.743
3509,1000410,1003700,651.443
3510,1000420,1003700,650.409
3511,1000430,1003700,649.52
3512,1000440,1003700,648.748
3513,1000450,1003700,647.843
3514,1000460,1003700,646.833
3515,1000470,1003700,645.604
3516,1000480,1003700,644.141
3517,1000490,1003700,642.926
3518,1000500,1003700,641.876
3519,1000510,1003700,640.544
3520,1000520,1003700,638.962
3521,1000530,1003700,636.847
3522,1000540,1003700,634.85
3523,1000550,1003700,633.008
3524,1000560,1003700,631.064
3525,1000570,1003700,629.091
3526,1000580,1003700,627.353
3527,1000590,1003700,625.014
3528,1000600,1003700,623.248
3529,1000610,1003700,621.246
3530,1000620,1003700,619.251
3531,1000630,1003700,617.571
3532,1000640,1003700,616.032
3533,1000650,1003700,614.631
3534,1000660,1003700,613.296
3535,999660,1003710,691.299
3536,999670,1003710,690.56
3537,999680,1003710,689.879
3538,999690,1003710,689.241
3539,999700,1003710,688.666
3540,999710,1003710,688.335
3541,999720,1003710,687.964
3542,999730,1003710,687.724
3543,999740,1003710,687.556
3544,999750,1003710,687.438
3545,999760,1003710,687.404
3546,999770,1003710,687.357
3547,999780,1003710,687.374
3548,999790,1003710,687.362
3549,999800,1003710,687.443
3550,999810,1003710,687.562
3551,999820,1003710,687.655
3552,999830,1003710,687.764
3553,999840,1003710,687.944
3554,999850,1003710,688.073
3555,999860,1003710,688.31
3556,999870,1003710,688.517
3557,999880,1003710,688.705
3558,999890,1003710,688.894
3559,999900,1003710,689.105
3560,999910,1003710,689.371
3561,999920,1003710,689.583
3562,999930,1003710,689.685
3563,999940,1003710,689.596
3564,999950,1003710,689.435
3565,999960,1003710,689.167
3566,999970,1003710,688.846
3567,999980,1003710,688.507
3568,999990,1003710,688.235
3569,1000000,1003710,687.9
3570,1000010,1003710,687.473
3571,1000020,1003710,687.078
3572,1000030,1003710,686.591
3573,1000040,1003710,686.122
3574,1000050,1003710,685.662
3575,1000060,1003710,685.197
3576,1000070,1003710,684.737
3577,1000080,1003710,684.399
3578,1000090,1003710,684.016
3579,1000100,1003710,683.504
3580,1000110,1003710,683.099
3581,1000120,1003710,682.76
3582,1000130,1003710,682.393
3583,1000140,1003710,682.09
3584,1000150,1003710,681.246
3585,1000160,1003710,680.788
3586,1000170,1003710,679.431
3587,1000180,1003710,676.955
3588,1000190,1003710,674.9
3589,1000200,1003710,672.517
3590,1000210,1003710,670.591
3591,1000220,1003710,669.045
3592,1000230,1003710,667.957
3593,1000240,1003710,667.291
3594,1000250,1003710,666.94
3595,1000260,1003710,666.725
3596,1000270,1003710,666.634
3597,1000280,1003710,666.487
3598,1000290,1003710,666.182
3599,1000300,1003710,665.872
3600,1000310,1003710,665.13
3601,1000320,1003710,664.273
3602,1000330,1003710,663.416
3603,1000340,1003710,662.477
3604,1000350,1003710,661.384
3605,1000360,1003710,659.586
3606,1000370,1003710,657.801
3607,1000380,1003710,655.817
3608,1000390,1003710,654.156
3609,1000400,1003710,652.577
3610,1000410,1003710,651.276
3611,1000420,1003710,650.237
3612,1000430,1003710,649.312
3613,1000440,1003710,648.402
3614,1000450,1003710,647.456
3615,1000460,1003710,646.386
3616,1000470,1003710,645.107
3617,1000480,1003710,643.739
3618,1000490,1003710,642.58
3619,1000500,1003710,641.368
3620,1000510,1003710,639.757
3621,1000520,1003710,638.145
3622,1000530,1003710,636.047
3623,1000540,1003710,634.33
3624,1000550,1003710,632.411
3625,1000560,1003710,630.649
3626,1000570,1003710,628.586
3627,1000580,1003710,626.698
3628,1000590,1003710,624.847
3629,1000600,1003710,623.09
3630,1000610,1003710,621.161
3631,1000620,1003710,619.156
3632,1000630,1003710,617.545
3633,1000640,1003710,616.053
3634,1000650,1003710,614.641
3635,1000660,1003710,613.352
3636,999660,1003720,690.722
3637,999670,1003720,689.975
3638,999680,1003720,689.301
3639,999690,1003720,688.695
3640,999700,1003720,688.109
3641,999710,1003720,687.734
3642,999720,1003720,687.389
3643,999730,1003720,687.223
3644,999740,1003720,687.057
3645,999750,1003720,686.971
3646,999760,1003720,686.981
3647,999770,1003720,687.011
3648,999780,1003720,687.003
3649,999790,1003720,687.02
3650,999800,1003720,687.13
3651,999810,1003720,687.224
3652,999820,1003720,687.347
3653,999830,1003720,687.483
3654,999840,1003720,687.675
3655,999850,1003720,687.82
3656,999860,1003720,688.069
3657,999870,1003720,688.29
3658,999880,1003720,688.501
3659,999890,1003720,688.725
3660,999900,1003720,688.911
3661,999910,1003720,689.18
3662,999920,1003720,689.412
3663,999930,1003720,689.472
3664,999940,1003720,689.4
3665,999950,1003720,689.194
3666,999960,1003720,688.891
3667,999970,1003720,688.561
3668,999980,1003720,688.249
3669,999990,1003720,687.933
3670,1000000,1003720,687.608
3671,1000010,1003720,687.213
3672,1000020,1003720,686.782
3673,1000030,1003720,686.329
3674,1000040,1003720,685.875
3675,1000050,1003720,685.393
3676,1000060,1003720,684.916
3677,1000070,1003720,684.469
3678,1000080,1003720,684.111
3679,1000090,1003720,683.727
3680,1000100,1003720,683.164
3681,1000110,1003720,682.635
3682,1000120,1003720,682.395
3683,1000130,1003720,682.044
3684,1000140,1003720,681.705
3685,1000150,1003720,680.603
3686,1000160,1003720,680.198
3687,1000170,1003720,678.389
3688,1000180,1003720,675.821
3689,1000190,1003720,673.795
3690,1000200,1003720,671.671
3691,1000210,1003720,669.735
3692,1000220,1003720,668.186
3693,1000230,1003720,667.05
3694,1000240,1003720,666.369
3695,1000250,1003720,666.054
3696,1000260,1003720,665.899
3697,1000270,1003720,665.817
3698,1000280,1003720,665.713
3699,1000290,1003720,665.521
3700,1000300,1003720,665.271
3701,1000310,1003720,664.588
3702,1000320,1003720,663.687
3703,1000330,1003720,662.737
3704,1000340,1003720,661.889
3705,1000350,1003720,660.795
3706,1000360,1003720,659.151
3707,1000370,1003720,657.315
3708,1000380,1003720,655.442
3709,1000390,1003720,653.713
3710,1000400,1003720,652.206
3711,1000410,1003720,650.949
3712,1000420,1003720,649.917
3713,1000430,1003720,648.899
3714,1000440,1003720,647.913
3715,1000450,1003720,647.139
3716,1000460,1003720,646.079
3717,1000470,1003720,644.715
3718,1000480,1003720,643.28
3719,1000490,1003720,641.972
3720,1000500,1003720,640.46
3721,1000510,1003720,638.88
3722,1000520,1003720,637.184
3723,1000530,1003720,635.273
3724,1000540,1003720,633.542
3725,1000550,1003720,631.946
3726,1000560,1003720,630.179
3727,1000570,1003720,628.217
3728,1000580,1003720,626.379
3729,1000590,1003720,624.553
3730,1000600,1003720,622.858
3731,1000610,1003720,620.971
3732,1000620,1003720,619.127
3733,1000630,1003720,617.463
3734,1000640,1003720,616.022
3735,1000650,1003720,614.707
3736,1000660,1003720,613.433
3737,999660,1003730,690.113
3738,999670,1003730,689.358
3739,999680,1003730,688.675
3740,999690,1003730,688.052
3741,999700,1003730,687.543
3742,999710,1003730,687.125
3743,999720,1003730,686.87
3744,999730,1003730,686.723
3745,999740,1003730,686.582
3746,999750,1003730,686.538
3747,999760,1003730,686.555
3748,999770,1003730,686.624
3749,999780,1003730,686.645
3750,999790,1003730,686.732
3751,999800,1003730,686.791
3752,999810,1003730,686.923
3753,999820,1003730,687.046
3754,999830,1003730,687.216
3755,999840,1003730,687.378
3756,999850,1003730,687.567
3757,999860,1003730,687.832
3758,999870,1003730,688.027
3759,999880,1003730,688.281
3760,999890,1003730,688.514
3761,999900,1003730,688.708
3762,999910,1003730,688.967
3763,999920,1003730,689.175
3764,999930,1003730,689.251
3765,999940,1003730,689.124
3766,999950,1003730,688.908
3767,999960,1003730,688.584
3768,999970,1003730,688.26
3769,999980,1003730,687.988
3770,999990,1003730,687.65
3771,1000000,1003730,687.314
3772,1000010,1003730,686.926
3773,1000020,1003730,686.502
3774,1000030,1003730,686.034
3775,1000040,1003730,685.588
3776,1000050,1003730,685.116
3777,1000060,1003730,684.656
3778,1000070,1003730,684.195
3779,1000080,1003730,683.747
3780,1000090,1003730,683.338
3781,1000100,1003730,682.772
3782,1000110,1003730,682.13
3783,1000120,1003730,681.73
3784,1000130,1003730,681.412
3785,1000140,1003730,680.899
3786,1000150,1003730,679.728
3787,1000160,1003730,679.613
3788,1000170,1003730,676.907
3789,1000180,1003730,674.754
3790,1000190,1003730,672.816
3791,1000200,1003730,670.684
3792,1000210,1003730,668.903
3793,1000220,1003730,667.345
3794,1000230,1003730,666.234
3795,1000240,1003730,665.481
3796,1000250,1003730,665.185
3797,1000260,1003730,665.045
3798,1000270,1003730,664.994
3799,1000280,1003730,664.924
3800,1000290,1003730,664.733
3801,1000300,1003730,664.489
3802,1000310,1003730,663.815
3803,1000320,1003730,662.98
3804,1000330,1003730,662.343
3805,1000340,1003730,661.233
3806,1000350,1003730,660.146
3807,1000360,1003730,658.417
3808,1000370,1003730,656.665
3809,1000380,1003730,654.84
3810,1000390,1003730,653.139
3811,1000400,1003730,651.682
3812,1000410,1003730,650.468
3813,1000420,1003730,649.413
3814,1000430,1003730,648.383
3815,1000440,1003730,647.477
3816,1000450,1003730,646.646
3817,1000460,1003730,645.566
3818,1000470,1003730,644.281
3819,1000480,1003730,642.752
3820,1000490,1003730,641.308
3821,1000500,1003730,639.611
3822,1000510,1003730,638.017
3823,1000520,1003730,636.271
3824,1000530,1003730,634.497
3825,1000540,1003730,632.818
3826,1000550,1003730,631.241
3827,1000560,1003730,629.602
3828,1000570,1003730,627.666
3829,1000580,1003730,625.953
3830,1000590,1003730,624.266
3831,1000600,1003730,622.544
3832,1000610,1003730,620.762
3833,1000620,1003730,618.996
3834,1000630,1003730,617.36
3835,1000640,1003730,615.953
3836,1000650,1003730,614.652
3837,1000660,1003730,613.428
3838,999660,1003740,689.485
3839,999670,1003740,688.709
3840,999680,1003740,688.036
3841,999690,1003740,687.4
3842,999700,1003740,686.929
3843,999710,1003740,686.561
3844,999720,1003740,686.333
3845,999730,1003740,686.208
3846,999740,1003740,686.132
3847,999750,1003740,686.135
3848,999760,1003740,686.145
3849,999770,1003740,686.208
3850,999780,1003740,686.291
3851,999790,1003740,686.417
3852,999800,1003740,686.5
3853,999810,1003740,686.636
3854,999820,1003740,686.768
3855,999830,1003740,686.923
3856,999840,1003740,687.118
3857,999850,1003740,687.316
3858,999860,1003740,687.558
3859,999870,1003740,687.769
3860,999880,1003740,688.03
3861,999890,1003740,688.259
3862,999900,1003740,688.461
3863,999910,1003740,688.727
3864,999920,1003740,688.892
3865,999930,1003740,688.937
3866,999940,1003740,688.82
3867,999950,1003740,688.628
3868,999960,1003740,688.3
3869,999970,1003740,687.98
3870,999980,1003740,687.673
3871,999990,1003740,687.224
3872,1000000,1003740,687.012
3873,1000010,1003740,686.603
3874,1000020,1003740,686.161
3875,1000030,1003740,685.746
3876,1000040,1003740,685.299
3877,1000050,1003740,684.904
3878,1000060,1003740,684.427
3879,1000070,1003740,683.973
3880,1000080,1003740,683.463
3881,1000090,1003740,683.022
3882,1000100,1003740,682.366
3883,1000110,1003740,681.636
3884,1000120,1003740,681.165
3885,1000130,1003740,680.58
3886,1000140,1003740,680.039
3887,1000150,1003740,678.937
3888,1000160,1003740,679.088
3889,1000170,1003740,675.749
3890,1000180,1003740,673.884
3891,1000190,1003740,671.92
3892,1000200,1003740,669.853
3893,1000210,1003740,667.975
3894,1000220,1003740,666.424
3895,1000230,1003740,665.305
3896,1000240,1003740,664.655
3897,1000250,1003740,664.308
3898,1000260,1003740,664.188
3899,1000270,1003740,664.152
3900,1000280,1003740,664.086
3901,1000290,1003740,663.846
3902,1000300,1003740,663.633
3903,1000310,1003740,663.112
3904,1000320,1003740,662.461
3905,1000330,1003740,661.591
3906,1000340,1003740,660.507
3907,1000350,1003740,659.364
3908,1000360,1003740,657.749
3909,1000370,1003740,655.945
3910,1000380,1003740,654.094
3911,1000390,1003740,652.532
3912,1000400,1003740,651.091
3913,1000410,1003740,649.887
3914,1000420,1003740,648.863
3915,1000430,1003740,647.888
3916,1000440,1003740,646.967
3917,1000450,1003740,646.186
3918,1000460,1003740,644.935
3919,1000470,1003740,643.624
3920,1000480,1003740,641.98
3921,1000490,1003740,640.419
3922,1000500,1003740,638.725
3923,1000510,1003740,637.035
3924,1000520,1003740,635.327
3925,1000530,1003740,633.624
3926,1000540,1003740,632.042
3927,1000550,1003740,630.479
3928,1000560,1003740,628.868
3929,1000570,1003740,627.129
3930,1000580,1003740,625.587
3931,1000590,1003740,623.943
3932,1000600,1003740,622.256
3933,1000610,1003740,620.545
3934,1000620,1003740,618.858
3935,1000630,1003740,617.328
3936,1000640,1003740,615.952
3937,1000650,1003740,614.641
3938,1000660,1003740,613.431
3939,999660,1003750,688.889
3940,999670,1003750,688.09
3941,999680,1003750,687.41
3942,999690,1003750,686.804
3943,999700,1003750,686.353
3944,999710,1003750,685.988
3945,999720,1003750,685.795
3946,999730,1003750,685.695
3947,999740,1003750,685.676
3948,999750,1003750,685.728
3949,999760,1003750,685.773
3950,999770,1003750,685.816
3951,999780,1003750,685.947
3952,999790,1003750,686.106
3953,999800,1003750,686.184
3954,999810,1003750,686.329
3955,999820,1003750,686.5
3956,999830,1003750,686.674
3957,999840,1003750,686.792
3958,999850,1003750,687.037
3959,999860,1003750,687.289
3960,999870,1003750,687.51
3961,999880,1003750,687.72
3962,999890,1003750,687.929
3963,999900,1003750,688.208
3964,999910,1003750,688.41
3965,999920,1003750,688.566
3966,999930,1003750,688.575
3967,999940,1003750,688.467
3968,999950,1003750,688.28
3969,999960,1003750,687.964
3970,999970,1003750,687.616
3971,999980,1003750,687.268
3972,999990,1003750,686.959
3973,1000000,1003750,686.662
3974,1000010,1003750,686.27
3975,1000020,1003750,685.848
3976,1000030,1003750,685.462
3977,1000040,1003750,685.04
3978,1000050,1003750,684.722
3979,1000060,1003750,684.264
3980,1000070,1003750,683.815
3981,1000080,1003750,683.201
3982,1000090,1003750,682.608
3983,1000100,1003750,681.938
3984,1000110,1003750,681.236
3985,1000120,1003750,680.615
3986,1000130,1003750,679.831
3987,1000140,1003750,678.975
3988,1000150,1003750,678.646
3989,1000160,1003750,678.438
3990,1000170,1003750,674.677
3991,1000180,1003750,672.888
3992,1000190,1003750,670.964
3993,1000200,1003750,668.932
3994,1000210,1003750,667.138
3995,1000220,1003750,665.621
3996,1000230,1003750,664.491
3997,1000240,1003750,663.87
3998,1000250,1003750,663.508
3999,1000260,1003750,663.36
4000,1000270,1003750,663.27
4001,1000280,1003750,663.197
4002,1000290,1003750,662.99
4003,1000300,1003750,662.717
4004,1000310,1003750,662.312
4005,1000320,1003750,661.801
4006,1000330,1003750,660.82
4007,1000340,1003750,659.861
4008,1000350,1003750,658.414
4009,1000360,1003750,656.865
4010,1000370,1003750,655.11
4011,1000380,1003750,653.437
4012,1000390,1003750,651.828
4013,1000400,1003750,650.474
4014,1000410,1003750,649.271
4015,1000420,1003750,648.243
4016,1000430,1003750,647.35
4017,1000440,1003750,646.497
4018,1000450,1003750,645.485
4019,1000460,1003750,644.307
4020,1000470,1003750,642.889
4021,1000480,1003750,641.308
4022,1000490,1003750,639.721
4023,1000500,1003750,637.965
4024,1000510,1003750,636.163
4025,1000520,1003750,634.51
4026,1000530,1003750,632.869
4027,1000540,1003750,631.307
4028,1000550,1003750,629.727
4029,1000560,1003750,628.184
4030,1000570,1003750,626.675
4031,1000580,1003750,625.231
4032,1000590,1003750,623.606
4033,1000600,1003750,621.972
4034,1000610,1003750,620.33
4035,1000620,1003750,618.772
4036,1000630,1003750,617.338
4037,1000640,1003750,615.972
4038,1000650,1003750,614.692
4039,1000660,1003750,613.478
4040,999660,1003760,688.276
4041,999670,1003760,687.491
4042,999680,1003760,686.806
4043,999690,1003760,686.248
4044,999700,1003760,685.825
4045,999710,1003760,685.44
4046,999720,1003760,685.268
4047,999730,1003760,685.19
4048,999740,1003760,685.229
4049,999750,1003760,685.317
4050,999760,1003760,685.404
4051,999770,1003760,685.498
4052,999780,1003760,685.62
4053,999790,1003760,685.769
4054,999800,1003760,685.874
4055,999810,1003760,686.01
4056,999820,1003760,686.184
4057,999830,1003760,686.395
4058,999840,1003760,686.505
4059,999850,1003760,686.766
4060,999860,1003760,687.029
4061,999870,1003760,687.222
4062,999880,1003760,687.378
4063,999890,1003760,687.62
4064,999900,1003760,687.919
4065,999910,1003760,688.048
4066,999920,1003760,688.186
4067,999930,1003760,688.172
4068,999940,1003760,688.063
4069,999950,1003760,687.902
4070,999960,1003760,687.601
4071,999970,1003760,687.255
4072,999980,1003760,686.85
4073,999990,1003760,686.617
4074,1000000,1003760,686.289
4075,1000010,1003760,685.948
4076,1000020,1003760,685.588
4077,1000030,1003760,685.229
4078,1000040,1003760,684.814
4079,1000050,1003760,684.53
4080,1000060,1003760,684.11
4081,1000070,1003760,683.607
4082,1000080,1003760,682.971
4083,1000090,1003760,682.35
4084,1000100,1003760,681.599
4085,1000110,1003760,680.517
4086,1000120,1003760,679.87
4087,1000130,1003760,679.049
4088,1000140,1003760,678.136
4089,1000150,1003760,678.365
4090,1000160,1003760,676.018
4091,1000170,1003760,673.751
4092,1000180,1003760,671.935
4093,1000190,1003760,670.019
4094,1000200,1003760,668.083
4095,1000210,1003760,666.372
4096,1000220,1003760,664.893
4097,1000230,1003760,663.812
4098,1000240,1003760,663.144
4099,1000250,1003760,662.814
4100,1000260,1003760,662.603
4101,1000270,1003760,662.481
4102,1000280,1003760,662.349
4103,1000290,1003760,662.181
4104,1000300,1003760,661.832
4105,1000310,1003760,661.446
4106,1000320,1003760,660.867
4107,1000330,1003760,659.963
4108,1000340,1003760,658.946
4109,1000350,1003760,657.605
4110,1000360,1003760,656.004
4111,1000370,1003760,654.468
4112,1000380,1003760,652.803
4113,1000390,1003760,651.154
4114,1000400,1003760,649.789
4115,1000410,1003760,648.625
4116,1000420,1003760,647.62
4117,1000430,1003760,646.729
4118,1000440,1003760,645.904
4119,1000450,1003760,644.891
4120,1000460,1003760,643.647
4121,1000470,1003760,642.228
4122,1000480,1003760,640.711
4123,1000490,1003760,639.045
4124,1000500,1003760,637.278
4125,1000510,1003760,635.499
4126,1000520,1003760,633.951
4127,1000530,1003760,632.271
4128,1000540,1003760,630.763
4129,1000550,1003760,629.253
4130,1000560,1003760,627.841
4131,1000570,1003760,626.437
4132,1000580,1003760,624.941
4133,1000590,1003760,623.371
4134,1000600,1003760,621.777
4135,1000610,1003760,620.176
4136,1000620,1003760,618.72
4137,1000630,1003760,617.298
4138,1000640,1003760,615.971
4139,1000650,1003760,614.708
4140,1000660,1003760,613.47
4141,999660,1003770,687.7
4142,999670,1003770,686.955
4143,999680,1003770,686.267
4144,999690,1003770,685.75
4145,999700,1003770,685.312
4146,999710,1003770,684.949
4147,999720,1003770,684.812
4148,999730,1003770,684.773
4149,999740,1003770,684.802
4150,999750,1003770,684.934
4151,999760,1003770,685.023
4152,999770,1003770,685.169
4153,999780,1003770,685.323
4154,999790,1003770,685.432
4155,999800,1003770,685.564
4156,999810,1003770,685.733
4157,999820,1003770,685.909
4158,999830,1003770,686.066
4159,999840,1003770,686.203
4160,999850,1003770,686.471
4161,999860,1003770,686.672
4162,999870,1003770,686.877
4163,999880,1003770,687.018
4164,999890,1003770,687.293
4165,999900,1003770,687.542
4166,999910,1003770,687.705
4167,999920,1003770,687.761
4168,999930,1003770,687.752
4169,999940,1003770,687.651
4170,999950,1003770,687.526
4171,999960,1003770,687.223
4172,999970,1003770,686.873
4173,999980,1003770,686.566
4174,999990,1003770,686.292
4175,1000000,1003770,685.985
4176,1000010,1003770,685.651
4177,1000020,1003770,685.314
4178,1000030,1003770,684.947
4179,1000040,1003770,684.657
4180,1000050,1003770,684.351
4181,1000060,1003770,683.916
4182,1000070,1003770,683.368
4183,1000080,1003770,682.671
4184,1000090,1003770,682.092
4185,1000100,1003770,681.214
4186,1000110,1003770,679.996
4187,1000120,1003770,679.324
4188,1000130,1003770,678.608
4189,1000140,1003770,677.817
4190,1000150,1003770,678.09
4191,1000160,1003770,676.941
4192,1000170,1003770,673.17
4193,1000180,1003770,671.182
4194,1000190,1003770,669.231
4195,1000200,1003770,667.31
4196,1000210,1003770,665.688
4197,1000220,1003770,664.235
4198,1000230,1003770,663.191
4199,1000240,1003770,662.523
4200,1000250,1003770,662.126
4201,1000260,1003770,661.853
4202,1000270,1003770,661.721
4203,1000280,1003770,661.561
4204,1000290,1003770,661.357
4205,1000300,1003770,660.985
4206,1000310,1003770,660.612
4207,1000320,1003770,659.985
4208,1000330,1003770,659.035
4209,1000340,1003770,658.091
4210,1000350,1003770,656.779
4211,1000360,1003770,655.225
4212,1000370,1003770,653.81
4213,1000380,1003770,652.174
4214,1000390,1003770,650.565
4215,1000400,1003770,649.11
4216,1000410,1003770,648.034
4217,1000420,1003770,647.082
4218,1000430,1003770,646.182
4219,1000440,1003770,645.349
4220,1000450,1003770,644.319
4221,1000460,1003770,643.095
4222,1000470,1003770,641.682
4223,1000480,1003770,640.137
4224,1000490,1003770,638.435
4225,1000500,1003770,636.729
4226,1000510,1003770,635.117
4227,1000520,1003770,633.51
4228,1000530,1003770,631.951
4229,1000540,1003770,630.38
4230,1000550,1003770,628.953
4231,1000560,1003770,627.627
4232,1000570,1003770,626.18
4233,1000580,1003770,624.7
4234,1000590,1003770,623.147
4235,1000600,1003770,621.536
4236,1000610,1003770,620.041
4237,1000620,1003770,618.631
4238,1000630,1003770,617.275
4239,1000640,1003770,615.958
4240,1000650,1003770,614.759
4241,1000660,1003770,613.504
4242,999660,1003780,687.188
4243,999670,1003780,686.458
4244,999680,1003780,685.786
4245,999690,1003780,685.245
4246,999700,1003780,684.817
4247,999710,1003780,684.505
4248,999720,1003780,684.379
4249,999730,1003780,684.364
4250,999740,1003780,684.441
4251,999750,1003780,684.556
4252,999760,1003780,684.702
4253,999770,1003780,684.873
4254,999780,1003780,685.026
4255,999790,1003780,685.125
4256,999800,1003780,685.294
4257,999810,1003780,685.43
4258,999820,1003780,685.623
4259,999830,1003780,685.768
4260,999840,1003780,685.861
4261,999850,1003780,686.106
4262,999860,1003780,686.3
4263,999870,1003780,686.502
4264,999880,1003780,686.665
4265,999890,1003780,686.922
4266,999900,1003780,687.123
4267,999910,1003780,687.262
4268,999920,1003780,687.321
4269,999930,1003780,687.307
4270,999940,1003780,687.225
4271,999950,1003780,687.101
4272,999960,1003780,686.771
4273,999970,1003780,686.484
4274,999980,1003780,686.195
4275,999990,1003780,685.984
4276,1000000,1003780,685.671
4277,1000010,1003780,685.362
4278,1000020,1003780,685.112
4279,1000030,1003780,684.806
4280,1000040,1003780,684.525
4281,1000050,1003780,684.164
4282,1000060,1003780,683.709
4283,1000070,1003780,683.082
4284,1000080,1003780,682.395
4285,1000090,1003780,681.657
4286,1000100,1003780,680.781
4287,1000110,1003780,679.524
4288,1000120,1003780,678.706
4289,1000130,1003780,677.991
4290,1000140,1003780,677.683
4291,1000150,1003780,676.576
4292,1000160,1003780,673.914
4293,1000170,1003780,672.39
4294,1000180,1003780,670.469
4295,1000190,1003780,668.429
4296,1000200,1003780,666.646
4297,1000210,1003780,665.16
4298,1000220,1003780,663.779
4299,1000230,1003780,662.661
4300,1000240,1003780,661.991
4301,1000250,1003780,661.509
4302,1000260,1003780,661.174
4303,1000270,1003780,660.95
4304,1000280,1003780,660.715
4305,1000290,1003780,660.449
4306,1000300,1003780,660.145
4307,1000310,1003780,659.653
4308,1000320,1003780,658.999
4309,1000330,1003780,658.134
4310,1000340,1003780,657.157
4311,1000350,1003780,655.851
4312,1000360,1003780,654.603
4313,1000370,1003780,653.125
4314,1000380,1003780,651.49
4315,1000390,1003780,649.981
4316,1000400,1003780,648.617
4317,1000410,1003780,647.518
4318,1000420,1003780,646.572
4319,1000430,1003780,645.794
4320,1000440,1003780,644.937
4321,1000450,1003780,643.896
4322,1000460,1003780,642.727
4323,1000470,1003780,641.413
4324,1000480,1003780,639.884
4325,1000490,1003780,638.242
4326,1000500,1003780,636.56
4327,1000510,1003780,634.912
4328,1000520,1003780,633.337
4329,1000530,1003780,631.771
4330,1000540,1003780,630.217
4331,1000550,1003780,628.822
4332,1000560,1003780,627.378
4333,1000570,1003780,625.979
4334,1000580,1003780,624.514
4335,1000590,1003780,622.934
4336,1000600,1003780,621.387
4337,1000610,1003780,619.961
4338,1000620,1003780,618.549
4339,1000630,1003780,617.253
4340,1000640,1003780,615.93
4341,1000650,1003780,614.695
4342,1000660,1003780,613.51
4343,999660,1003790,686.676
4344,999670,1003790,685.937
4345,999680,1003790,685.283
4346,999690,1003790,684.78
4347,999700,1003790,684.394
4348,999710,1003790,684.071
4349,999720,1003790,684.013
4350,999730,1003790,684.011
4351,999740,1003790,684.134
4352,999750,1003790,684.272
4353,999760,1003790,684.424
4354,999770,1003790,684.569
4355,999780,1003790,684.68
4356,999790,1003790,684.832
4357,999800,1003790,685.028
4358,999810,1003790,685.145
4359,999820,1003790,685.309
4360,999830,1003790,685.431
4361,999840,1003790,685.537
4362,999850,1003790,685.741
4363,999860,1003790,685.933
4364,999870,1003790,686.1
4365,999880,1003790,686.296
4366,999890,1003790,686.518
4367,999900,1003790,686.69
4368,999910,1003790,686.767
4369,999920,1003790,686.846
4370,999930,1003790,686.818
4371,999940,1003790,686.794
4372,999950,1003790,686.632
4373,999960,1003790,686.324
4374,999970,1003790,686.112
4375,999980,1003790,685.844
4376,999990,1003790,685.62
4377,1000000,1003790,685.393
4378,1000010,1003790,685.125
4379,1000020,1003790,684.879
4380,1000030,1003790,684.619
4381,1000040,1003790,684.302
4382,1000050,1003790,683.912
4383,1000060,1003790,683.437
4384,1000070,1003790,682.759
4385,1000080,1003790,682.134
4386,1000090,1003790,681.379
